# Temperatura (°C) | tau (s)
            -32.40	1.14e-07
            -32.20	1.11e-07
            -31.90	1.13e-07
            -31.40	1.02e-07
            -30.10	1.04e-07
            -28.90	1.00e-07
            -28.00	9.10e-08
            -26.70	9.59e-08
            -25.10	9.44e-08
            -23.20	9.35e-08
            -21.80	9.25e-08
            -20.20	9.73e-08
            -19.40	8.14e-08
            -17.40	8.97e-08
            -16.50	9.11e-08
            -15.30	9.08e-08
            -14.40	7.88e-08
            -13.20	8.69e-08
            -11.60	9.36e-08
            -10.50	8.84e-08
             -9.50	8.57e-08
             -8.50	8.64e-08
             -7.20	8.53e-08
             -6.20	9.47e-08
             -5.30	8.77e-08
             -4.60	9.85e-08
             -4.10	1.04e-07
             -3.00	1.07e-07
             -2.30	1.15e-07
             -1.60	1.19e-07
             -0.90	1.16e-07
             -0.10	1.26e-07
              0.60	1.31e-07
              1.40	1.30e-07
              1.80	1.34e-07
              2.40	1.42e-07
              3.20	1.35e-07
              3.70	1.37e-07
              4.10	1.39e-07
              4.60	1.36e-07
              5.40	1.35e-07
              6.00	1.41e-07
              6.70	1.41e-07
              7.30	1.44e-07
              7.60	1.41e-07
              8.30	1.37e-07
              8.70	1.40e-07
              9.10	1.42e-07
              9.50	1.41e-07
             10.10	1.39e-07
             10.50	1.39e-07
             11.00	1.40e-07
             11.40	1.44e-07
             11.70	1.44e-07
             12.10	1.36e-07
             12.60	1.41e-07
             12.90	1.42e-07
             13.10	1.37e-07
             13.70	1.38e-07
             13.90	1.35e-07
             14.20	1.44e-07
             14.40	1.39e-07
             14.70	1.43e-07
             15.10	1.35e-07
             15.30	1.37e-07
             15.60	1.43e-07
             15.80	1.37e-07
             16.20	1.37e-07
             16.40	1.44e-07
             16.70	1.36e-07
             16.80	1.42e-07
             17.00	1.42e-07
             17.30	1.42e-07
             17.50	1.36e-07
             17.70	1.42e-07
             17.90	1.37e-07
             18.10	1.40e-07
             18.20	1.39e-07
             18.40	1.39e-07
             18.60	1.35e-07
             18.70	1.29e-07
             18.90	1.37e-07
             19.10	1.34e-07
             19.20	1.37e-07
             19.30	1.36e-07
             19.50	1.36e-07
             19.60	1.34e-07
             19.80	1.33e-07
             19.90	1.36e-07
             20.00	1.39e-07
