# 135kHz_100dA_100Mss_NEdd038
# Frecuencia_campo_Hz_=_136116.15245009074
# Magnitud_campo_Hz_=_13529.348765051966
# Fase_campo_=_4.713953151081847
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.361162e+05	2.845517e+00	-1.685576e+00
4.083485e+05	1.052596e+00	1.117585e+00
6.805808e+05	4.848047e-01	-2.406800e+00
9.528131e+05	2.511497e-01	2.854309e-01
1.225045e+06	1.045272e-01	-3.056187e+00
1.497278e+06	1.081769e-01	1.704098e-01
1.769510e+06	2.861466e-02	2.627224e+00
2.041742e+06	3.238518e-02	-7.358155e-01
2.313975e+06	7.049095e-03	-1.470890e+00
2.586207e+06	2.761735e-02	-7.916841e-01
