# 135kHz_100dA_100Mss_NEdd002
# Frecuencia_campo_Hz_=_136116.15245009074
# Magnitud_campo_Hz_=_13383.017381443968
# Fase_campo_=_4.718469101286914
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.361162e+05	2.412546e+00	-1.662455e+00
4.083485e+05	5.541806e-01	1.098471e+00
6.805808e+05	1.493400e-01	-2.302839e+00
9.528131e+05	9.154017e-02	-5.439377e-02
1.225045e+06	1.543537e-02	-2.365151e+00
1.497278e+06	7.109642e-02	-2.534649e-01
1.769510e+06	1.474364e-02	2.168890e+00
2.041742e+06	1.179611e-02	2.409656e+00
2.313975e+06	6.679800e-03	-1.679914e-01
2.586207e+06	1.575440e-02	-2.891689e+00
