# 135kHz_100dA_100Mss_NEdd077
# Frecuencia_campo_Hz_=_136116.15245009074
# Magnitud_campo_Hz_=_13401.89823417778
# Fase_campo_=_4.715761183707486
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.361162e+05	3.344504e+00	-1.686702e+00
4.083485e+05	1.047593e+00	1.108249e+00
6.805808e+05	4.615032e-01	-2.328075e+00
9.528131e+05	2.303773e-01	5.266866e-01
1.225045e+06	1.402879e-01	-2.308962e+00
1.497278e+06	1.462297e-01	4.364266e-01
1.769510e+06	5.862810e-02	-2.805765e+00
2.041742e+06	4.621651e-02	1.043697e-01
2.313975e+06	2.736624e-02	2.885965e+00
2.586207e+06	8.322274e-03	5.735663e-02
