# 135kHz_100dA_100Mss_NEdd049
# Frecuencia_campo_Hz_=_136085.28010886823
# Magnitud_campo_Hz_=_13463.995531371007
# Fase_campo_=_4.7155339555935925
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.360853e+05	3.112405e+00	-1.692518e+00
4.082558e+05	1.025798e+00	1.123776e+00
6.804264e+05	4.385409e-01	-2.368915e+00
9.525970e+05	1.993916e-01	3.785586e-01
1.224768e+06	9.254041e-02	-2.518520e+00
1.496938e+06	1.028773e-01	3.017515e-01
1.769109e+06	4.392644e-02	-3.030266e+00
2.041279e+06	3.669921e-02	-1.984685e-01
2.313450e+06	2.052773e-02	-2.967926e+00
2.585620e+06	2.721017e-02	-1.330947e+00
