# 135kHz_100dA_100Mss_NEdd041
# Frecuencia_campo_Hz_=_136116.15245009074
# Magnitud_campo_Hz_=_13478.199585498129
# Fase_campo_=_4.7181946241698896
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.361162e+05	2.935815e+00	-1.680106e+00
4.083485e+05	1.053776e+00	1.112991e+00
6.805808e+05	4.655517e-01	-2.376784e+00
9.528131e+05	2.329430e-01	3.412610e-01
1.225045e+06	1.010972e-01	-2.669482e+00
1.497278e+06	9.063494e-02	1.467671e-01
1.769510e+06	3.035093e-02	-3.092769e+00
2.041742e+06	3.664626e-02	-3.942462e-01
2.313975e+06	1.630909e-02	2.990115e+00
2.586207e+06	2.001915e-02	-1.035634e+00
