# 135kHz_100dA_100Mss_NEdd066
# Frecuencia_campo_Hz_=_136116.15245009074
# Magnitud_campo_Hz_=_13466.665881451967
# Fase_campo_=_4.716025250091737
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.361162e+05	3.249648e+00	-1.690585e+00
4.083485e+05	1.052204e+00	1.111166e+00
6.805808e+05	4.561376e-01	-2.319160e+00
9.528131e+05	2.240654e-01	5.456823e-01
1.225045e+06	1.218270e-01	-2.346733e+00
1.497278e+06	1.396679e-01	8.253417e-01
1.769510e+06	6.030708e-02	-2.770344e+00
2.041742e+06	5.919017e-02	-8.279808e-02
2.313975e+06	2.976791e-02	-2.876092e+00
2.586207e+06	1.658115e-02	-8.128822e-01
