# 135kHz_100dA_100Mss_NEdd018
# Frecuencia_campo_Hz_=_136116.15245009074
# Magnitud_campo_Hz_=_13419.071411941686
# Fase_campo_=_4.717386475107064
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.361162e+05	2.456838e+00	-1.644030e+00
4.083485e+05	6.737122e-01	1.239296e+00
6.805808e+05	2.033145e-01	-2.037290e+00
9.528131e+05	1.048776e-01	5.131523e-01
1.225045e+06	4.726620e-02	-2.657703e+00
1.497278e+06	4.343093e-02	8.661203e-01
1.769510e+06	1.255076e-02	2.162426e+00
2.041742e+06	6.016987e-03	-6.414723e-01
2.313975e+06	2.134111e-03	8.285759e-01
2.586207e+06	6.380016e-03	1.065756e-01
