# 135kHz_100dA_100Mss_NEdd033
# Frecuencia_campo_Hz_=_136116.15245009074
# Magnitud_campo_Hz_=_13476.045881149827
# Fase_campo_=_4.715101445871365
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.361162e+05	2.733574e+00	-1.665965e+00
4.083485e+05	8.834563e-01	1.193618e+00
6.805808e+05	3.627100e-01	-2.275043e+00
9.528131e+05	1.979166e-01	3.989436e-01
1.225045e+06	1.043931e-01	-2.922823e+00
1.497278e+06	4.179842e-02	-4.314538e-01
1.769510e+06	2.147344e-02	2.184861e+00
2.041742e+06	3.313394e-02	-8.558119e-01
2.313975e+06	9.731696e-03	2.015984e+00
2.586207e+06	2.366251e-02	-1.191142e+00
