# 135kHz_100dA_100Mss_NEdd045
# Frecuencia_campo_Hz_=_136116.15245009074
# Magnitud_campo_Hz_=_13490.179871001881
# Fase_campo_=_4.71800414912641
# Concentracion g/m^3_=_7400.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0

Frecuencia_Hz	Amplitud	Fase
1.361162e+05	3.067437e+00	-1.687167e+00
4.083485e+05	1.042011e+00	1.112358e+00
6.805808e+05	4.327337e-01	-2.369978e+00
9.528131e+05	2.125721e-01	3.782613e-01
1.225045e+06	9.207053e-02	-2.706180e+00
1.497278e+06	1.095807e-01	4.947121e-01
1.769510e+06	3.327105e-02	-2.404020e+00
2.041742e+06	2.241560e-02	-4.008606e-01
2.313975e+06	1.613590e-02	-2.273386e+00
2.586207e+06	1.774063e-02	-6.090758e-01
